Text,Cipher,IC,Letter_1,Letter_2,Letter_3,Letter_4,Letter_5,Letter_6,Letter_7,Letter_8,Letter_9,Bigram_1,Bigram_2,Bigram_3,Bigram_4,Bigram_5
cgesunetadioehaxwinhtwlxpaywoshedvrhutrxowldhlnhisfilboxeeutduuxaonhssnennteeiar,ColumnarTransposition,0.0534810126582278,e,n,h,s,u,t,a,i,o,en,nh,hs,su,ut
xurquexuwqbxmkuzsmhuaxuzuzbgnxuomzpxqmdzuzsftquzefdgyqzfmeazqsaqeaz,ceaser,0.0710085933966531,u,z,q,x,m,e,a,s,f,uz,xu,qu,zs,zu
pgradvagegreelyemqxuvreot,MonoalphabeticSubstitution,0.06,e,g,r,a,v,p,d,l,y,eg,gr,ra,av,vp
hytoeeorrteaoudxnahndunxtritvbrhognidedxiidcyonettaaortxchoslsexewucrhueurtoasox,ColumnarTransposition,0.0604430379746835,o,t,e,r,x,h,a,u,d,ot,te,er,rx,xh
hiadorteodnscxildehexvnegctxtlyararetdauao,ColumnarTransposition,0.0534262485481997,a,e,d,t,o,r,x,h,i,ae,ed,dt,to,or
danxrvnthrseooanaesrsduwhyextewxowrxnaax,ColumnarTransposition,0.0641025641025641,a,x,n,r,e,s,o,w,d,ax,xn,nr,re,es
eaitmfpaiqpamzkftuzseayqftuzseaxazsmeiqvgefpazfeufftqdquriqeodqiufgbefmdfahqdfdkeayqftuzsqxequriqimufgzfuxiqhqemfueruqpmxxftqgzoqdfmuzfuqeufymknqfaaxmfq,ceaser,0.0703206692227256,f,q,u,e,a,m,z,i,t,iq,ft,ea,uz,zs
cvmxlilaoimxihtcadenswnirduxneodkcytehce,ColumnarTransposition,0.0423076923076923,c,i,e,x,d,n,m,l,a,ci,ie,ex,xd,dn
kltxwgwqqngtszqqgzbosgicwthidcdxidcexeztnidvscxfkukzis,Vigenere,0.0461215932914046,i,t,x,g,q,s,z,c,d,it,tx,xg,gq,qs
ovhxdnqaeforrkpfjisxnhmyczcjwtujrbvxmjjeqrnntogneosnbgcf,Vigenere,0.037012987012987,n,j,o,r,x,e,f,c,v,nj,jo,or,rx,xe
nsnivnxsbzvfslvxsnxfbz,MonoalphabeticSubstitution,0.0909090909090909,n,s,v,x,b,z,f,i,l,ns,sv,vx,xb,bz
crcxdngfyooktuuiimkqqqghokcqerxkqikorytnxyudkswreeo,Vigenere,0.0494117647058823,k,o,q,r,c,x,y,u,i,ko,oq,qr,rc,cx
jwqdidppacaiqdbhbghwrfqhlzqhwfadjdcuhvmrleqbyxsgnjho,Vigenere,0.0407239819004524,h,q,d,j,w,a,b,i,p,hq,qd,dj,jw,wa
tmniflatxkivdpltehlolfqtnldldhagguazannovazqjganoledysnhaz,Vigenere,0.0520266182698124,l,a,n,t,d,h,o,g,z,la,an,nt,td,dh
inxhwjyntsnsxujjhmnxrtwjymfsjqtvzjshj,ceaser,0.0675675675675675,j,n,s,x,h,t,w,y,m,nx,wj,jy,in,xh
mtvsvynsqximrlrwngiqfxxnnajzhxxgrmutsqjtclqdwspjwmpib,Vigenere,0.0384615384615384,x,m,s,n,q,t,i,r,w,xm,ms,sn,nq,qt
ibqsfhowbhmobrsldsqhohwcbofshvsxcmgctzwtsgsqifwhmwgobwbgwdwrhvwbu,ceaser,0.0634615384615384,w,b,s,h,o,g,q,f,m,wb,ho,hm,ob,sq
ldmadxsdtcbxgeeemxeraautfpwhoaeosnlxiuoncxncrnox,ColumnarTransposition,0.0487588652482269,x,e,a,o,n,d,c,l,m,xe,ea,ao,on,nd
mrxlijegisjyrgivxemrxcxlivimwrsxlmrkavsrkamxllsti,ceaser,0.0671768707482993,r,x,i,m,l,s,v,j,e,xl,mr,rx,li,gi
asmzkuelvfcluhishuzvolzgcltsftlvulkcmuuelgasmzkqfscbczgebnlusps,MonoalphabeticSubstitution,0.057347670250896,l,s,u,z,c,m,k,e,v,ls,su,uz,zc,cm
jbwtrabcbubwsfjbwbnfxfjrtlqlfqxryfrdwfcflbpufnefrqnfrfwetlf,MonoalphabeticSubstitution,0.0783167738164815,f,b,r,w,l,j,t,n,q,fb,br,rw,wl,lj
bbzyyxcndauhkmnlmeyvstljktdbipaexovuqmedoyiqbdery,Vigenere,0.0357142857142857,y,b,d,e,m,x,n,a,u,yb,bd,de,em,mx
ygkcypatpwpzlknfogfsahjdojushdkqtcdegueziqivrwcpnqvcj,Vigenere,0.0297532656023222,c,p,g,k,j,d,q,y,a,cp,pg,gk,kj,jd
lsrvhbphkcwlruhszccksywzwzadhyskrscktrzwctphiltygryvryiktpj,MonoalphabeticSubstitution,0.0531852717708942,r,s,h,k,c,y,w,z,t,rs,sh,hk,kc,cy
tajtoljstuuzgyzumtpjsnoemnyszlaujemzlzjwuqjqwtauqujgojkipauuz,MonoalphabeticSubstitution,0.0633879781420765,u,j,z,t,a,o,l,s,m,uj,jz,zt,ta,ao
vgotoytkbkxvkxsgtktz,ceaser,0.0842105263157894,t,k,v,g,o,x,y,b,s,tk,kx,vg,go,ot
mupwyszlhywfmjtuworviuykpsqyydiydzkkrktpjxmuibjayptnjb,Vigenere,0.0433263452131376,y,u,p,j,k,m,w,t,i,yu,up,pj,jk,km
rjhziydnompnohziojjhpxcdibzizmvgviyojjgdoogzdikvmodxpgvm,ceaser,0.0603896103896103,o,i,j,z,d,m,v,g,h,zi,jh,hz,iy,no
xldyfhcjuomgoufpidmgfpnhcphfplvhafpguldfydududahpdj,MonoalphabeticSubstitution,0.0650980392156862,d,f,p,h,u,l,g,y,c,df,fp,ph,hu,ul
klpeieoieowjejpahhaypqwhydkeya,ceaser,0.0620689655172413,e,p,a,h,y,k,i,o,w,ie,eo,kl,lp,pe
wpuopdxdhrnnesoidlmekerntpnrsealaaucheiemiunbfaaesctkurriiesgatrtyuyno,ColumnarTransposition,0.0496894409937888,e,r,n,a,u,i,s,t,p,er,rn,na,au,ui
gokboledkcdrosxcdbewoxdyprokfoxyebgybuscxydnocsqxlednocdsxi,ceaser,0.0613676212741087,o,d,x,c,b,e,s,y,k,cd,ok,le,ed,ro
zthlbbabaohbizyrqpojrodpybcc,MonoalphabeticSubstitution,0.0529100529100529,b,o,z,h,a,y,r,p,c,bo,oz,zh,ha,ay
dwonxeoltxnltixoudetwflvorrirx,ColumnarTransposition,0.0597701149425287,o,x,l,t,r,d,w,n,e,ox,xl,lt,tr,rd
jeqbofwoqchjhnfdxzdicwdcridrlkcdhrkhwxkejhnlcwbaokoawbwvdcobbkbdrjhnecawsfwxzbokkibojssfkoaadhibcwbojhn,MonoalphabeticSubstitution,0.055206548638873,b,o,w,c,h,d,k,j,a,bo,ow,wc,ch,hd
bwgsdlibmivgasohdlhsfoxgm,MonoalphabeticSubstitution,0.0433333333333333,g,s,b,d,l,i,m,o,h,gs,sb,bd,dl,li
znkpuhulgiozofktoyzuqkkvnoysuaznuvkt,ceaser,0.0603174603174603,k,u,z,o,n,t,y,v,p,zn,kt,oy,nk,kp
letbtkppjplupmrsxettntyutvpqhlgzaiwnabijckqvpabvhiepxvuiphacran,Vigenere,0.0455709165386584,p,t,a,v,i,l,e,b,u,pt,ta,av,vi,il
xmqifievweaeceppxlmrkw,ceaser,0.0476190476190476,e,x,m,i,w,p,q,f,v,xm,mq,qi,if,fi
juralbhernyyqerffrqhcnaqabcynprgbtb,ceaser,0.053781512605042,r,b,a,n,y,q,h,e,f,er,ju,ur,ra,al
lfmpyqkbwbjqktmdnumfwukmeylyyqwglnffdlwwntxrpeirnpvikgkc,Vigenere,0.0415584415584415,k,w,l,f,m,y,n,p,q,kw,wl,lf,fm,my
nwbbkxglbrefrfzxngfszrnekgl,MonoalphabeticSubstitution,0.0569800569800569,n,b,g,r,f,k,x,l,e,nb,bg,gr,rf,fk
fafzgjcsopexhkghirpyqkagq,MonoalphabeticSubstitution,0.03,g,f,a,p,h,k,q,z,j,gf,fa,ap,ph,hk
hiwiohnlswuhuwnqcmyfsmcgofnuhyiomfschypylsjulniznbyafivyunypylsgigyhnizncgy,ceaser,0.0590990990990991,y,n,i,h,s,u,l,c,f,ls,io,hn,uh,fs
pfafrxywfyvgyffbgsdxyyystfvwfmthwjxywgzglhmavftjstbxyavrxvwwft,MonoalphabeticSubstitution,0.0666314119513484,f,y,w,x,v,t,g,a,s,fy,yw,wx,xv,vt
emfhamfshvvhzqmfxhvmzhdoh,MonoalphabeticSubstitution,0.0933333333333333,h,m,f,v,z,e,a,s,q,hm,mf,fv,vz,ze
hszhplsdybbwdelwlsfxrlpdel,MonoalphabeticSubstitution,0.0646153846153846,l,s,d,h,p,b,w,e,z,ls,sd,dh,hp,pb
hkzfovjexajgvqshmvtjiixenrwurovukuqpvzrnhdsowakqjiztrjwe,Vigenere,0.0376623376623376,v,j,r,h,k,z,o,e,q,vj,jr,rh,hk,kz
tjfcymcikahnflirciejwejsryxbmxhmrgupmofqpmkctmyhdywsctx,Vigenere,0.0383838383838383,m,c,y,t,j,f,i,h,r,mc,cy,yt,tj,jf
djjbzoszsrpzrlzzqbcqrjkcuwqcvjcogglcnrpnpdfppusuffcbxuodzspdbqdofzrpzzorluofzcvrpzxulwrpdfwzozsrcufjcqz,MonoalphabeticSubstitution,0.0620597753664572,z,r,p,c,o,u,f,d,j,zr,rp,pc,co,ou
danaeopdazarehwjzwhhpklwu,ceaser,0.0533333333333333,a,h,w,d,e,p,z,n,o,da,an,na,ae,eo
bmnqjijrthwfhdrzxymfajnyxtwlfsnefyntsfsihtsywtqxnyxanyfqgwjfymnxnsinanizfqqngjwyd,ceaser,0.0586419753086419,n,f,y,q,j,t,w,x,s,ny,mn,ym,yx,fs
atoxitmbxgvxpbmateemabgzlunmvabxyeratoxitmbxgvxpbmarhnklxeywhghmehlxvhnktzxbgvhglbwxkbgzrhnkhpgbfixkyxvmbhglunmbglmtgmerlxmtuhnmkxfxwrbgzmaxfxoxkrwtruxzbgmaxmtldtgxp,ceaser,0.060310421286031,x,m,b,g,t,h,a,l,r,bg,ma,mb,hn,at
qyjqynigymnlzrltjqcuddgrdrjoyawoobmldvkxoczrlhztjbsbdgq,Vigenere,0.0397306397306397,d,q,y,j,l,r,o,g,z,dq,qy,yj,jl,lr
nenahxwnpncbcqnraaxdpqmjhwxxwnpncbjoannarmncxmjhbxojarqjmjpxxmmjhrpxcjmrjucxwn,ceaser,0.0752580752580752,n,x,j,m,a,c,p,r,h,mj,xw,wn,nc,jh
nhaeeaeushgaldxlgtutublbxaiyyx,ColumnarTransposition,0.0528735632183908,a,e,u,l,x,h,g,t,b,ae,eu,ul,lx,xh
cinntixasuseehlleserulodubiohtdshtxucaenwxsispest,ColumnarTransposition,0.0595238095238095,s,e,i,t,u,n,x,h,l,se,ei,it,tu,un
pujhzlvmkvbiakljpklpumhcvyvmdohapzjvyylja,ceaser,0.0548780487804878,v,p,j,l,h,m,k,a,y,pu,vm,kl,lj,vy
gcnglgppoqfwnyjcmxcmykclueuejzkkhnwbordgkkdmcklpgbzazzy,Vigenere,0.0424242424242424,k,g,c,z,n,l,p,y,m,kg,gc,cz,zn,nl
zayxmwmwmmhclbmkforciknzrrsmfwrufxesxhjtatxxqengynrxmwtclx,Vigenere,0.0471869328493647,x,m,r,w,c,f,n,t,z,xm,mr,rw,wc,cf
wnzgscqruxqjdcmgrczfihdjoemlkuxbztkuyabdcwzcwhokd,Vigenere,0.0340136054421768,c,z,d,w,u,k,g,q,r,cz,zd,dw,wu,uk
gyocuarjtuzhkgyrgbkyuocuarjtuzhkgsgyzkxznoykdvxkyykyseojkguljksuixgie,ceaser,0.0592497868712702,k,y,g,u,o,j,z,r,s,gy,kg,ky,oc,cu
gipuheirxmybmgmkqykddgslhrlalsplynrzfonadsjnrbmdsrmthm,Vigenere,0.0419287211740041,m,r,d,s,l,g,h,y,n,mr,rd,ds,sl,lg
dlwjfzpsdramigvqgynoyzmevcxuvjbbhvimtzbudrlwdkbullzayucygzx,Vigenere,0.0344827586206896,z,d,l,v,y,u,b,m,g,zd,dl,lv,vy,yu
unwtzrxrknkxtqnvxthwjuxhdqawnrkneapnevknenxsrknijhbqkjwqtwwnhuleaqnhahrxjyejddlvauwhnqqjuuenyxuunyraxhxs,MonoalphabeticSubstitution,0.0591859596713965,n,x,u,h,w,q,r,k,j,nx,xu,uh,hw,wq
nrloannetfeeeobsehhbnotottkomatfsgtegurpiw,ColumnarTransposition,0.0615563298490127,e,t,o,n,r,a,f,b,s,et,to,on,nr,ra
sbrnylhnrteeeotbhncdnaaenateaaajrle,ColumnarTransposition,0.0823529411764705,e,a,n,r,t,b,l,h,s,ea,an,nr,rt,tb
zuzlviojvigllhrdabhhujbfdlrcaldsrhgfmxcqeiigziclchujb,Vigenere,0.0471698113207547,l,i,h,c,z,u,j,g,r,li,ih,hc,cz,zu
ctguyikjxohpbvvxgdhrkttuylzqrgbeutdlxqylkakahhpnssxwdhbv,Vigenere,0.035064935064935,h,t,k,x,g,u,y,b,v,ht,tk,kx,xg,gu
rueiueidexwevbaabenxaoweetturoeqthbnrehxtsiwsoezwxorieyggvexrahlsynerxffhsehhzyw,ColumnarTransposition,0.060759493670886,e,r,x,h,w,i,a,o,t,er,rx,xh,hw,wi
piownyqbvxqoinnpxolyxbsisvukovxubtstnyosfssdsitnzuxqm,MonoalphabeticSubstitution,0.0551523947750362,s,o,n,x,i,y,q,b,v,so,on,nx,xi,iy
szholyrpczfdnlyqlwdpcpldzytyraczgp,ceaser,0.0552584670231729,z,l,y,p,c,d,r,s,h,ly,yr,pc,cz,sz
ubnpjvyygzvbwxdgongxgkvgqojoakgkvjcvuhwvbnqkojvubdakgyoakgmxz,MonoalphabeticSubstitution,0.0573770491803278,g,v,k,o,b,j,u,n,y,gv,vk,ko,ob,bj
xpnezxfxyxijvxqvinlqzkjgqlbkzwkdwhnrpwbntcndlhwjotwplvhcfcaaosi,Vigenere,0.0353302611367127,x,n,w,l,p,z,i,j,v,xn,nw,wl,lp,pz
bsclnsdltocudfhuoactazliuuysqshhbicgnduyugwvxfovvgftg,Vigenere,0.0428156748911465,u,s,c,g,l,d,t,o,f,us,sc,cg,gl,ld
gyojyouxjihbefmtxeogxjyslaqbelommhumzhljsloxjarbjahbfhljmooslakhhfxlkubtrexlkxmjysjxjlhsgomolhjkxjhla,MonoalphabeticSubstitution,0.0629702970297029,j,l,h,o,x,m,b,s,a,jl,lh,ho,ox,xm
zrwwgcnrxokvxuvxwdvxxlbjlbwynvaobcxxvbnlwkvxbywwlffwgcjlaf,MonoalphabeticSubstitution,0.0647307924984876,w,x,v,l,b,c,n,f,r,wx,xv,vl,lb,bc
pecaesutnxmlnhhsthoxisetxibiytobedx,ColumnarTransposition,0.0504201680672268,e,t,x,s,h,i,n,o,b,et,tx,xs,sh,hi
jpmyjpwonvmzomvdojmnviyhvfzpngjnzoczbjjyrzjaozihdbcordiwtazvmdibojvoozhko,ceaser,0.060882800608828,o,j,z,v,m,n,d,i,p,jp,nv,vm,zo,oj
enjdjkhybzjuaqvpbnwjdyprlhxsdeysgkviigkvnnbuvrcihrcuvq,Vigenere,0.0363382250174703,v,n,j,d,k,h,y,b,u,vn,nj,jd,dk,kh
yhapdbosyrioirbnyzoqyslvytbuvnyzdmrvcjclzxqhxzxmtjmnctkniblo,Vigenere,0.0384180790960452,y,b,o,n,z,r,i,l,v,yb,bo,on,nz,zr
fmjaldawblkdvowjhwbfwxfowzjazjctolwbfaojklfazbjtdwlda,MonoalphabeticSubstitution,0.0682148040638606,w,j,a,f,l,d,b,o,z,wj,ja,af,fl,ld
ixbtqgxcvhpaaiwxcvhidephh,ceaser,0.0533333333333333,h,i,x,c,v,p,a,b,t,xc,cv,vh,ix,xb
hbmlhjgheikemewsqzlphkzasne,MonoalphabeticSubstitution,0.0484330484330484,h,e,m,l,k,s,z,b,j,he,em,ml,lk,ks
iaauzarprjauzdazpdduzaotnzqinqkrrhzqtronquzt,MonoalphabeticSubstitution,0.0739957716701902,z,a,r,u,q,d,t,n,i,za,ar,ru,uq,qd
vwozmibbpqvoqakzmibmlacllmvtgivguwzmbpivijcvkpwnozixmawzinqoqngwcbmttumbpibgwclmaqzminqoqivaemzgwcbpibbpmzmucabjmbqumtmbqbnqzabjtwaawubpmvjmiznzcqbbpmvzqxmv,ceaser,0.0641852770885029,m,b,z,i,q,v,w,a,p,bp,zm,mi,ib,mv
cngvraprvfgurorfgerzrqlsberirelgebhoyr,ceaser,0.0753911806543385,r,g,e,v,f,o,l,b,c,fg,ge,er,cn,ng
pcqgqrrfcbctgjylbfcugjjdjccdpmkwms,ceaser,0.0552584670231729,c,j,g,p,q,r,f,b,d,fc,gj,pc,cq,qg
mmaonxaohnnxtttepnttseexhihoexanubeochetdxebddtx,ColumnarTransposition,0.077127659574468,t,e,x,n,o,h,a,d,m,te,ex,xn,no,oh
rctlletnehsataihesaiyhreeoatameertcrmneennefnnreatxeptoiibopaehecnmecxod,ColumnarTransposition,0.0817683881064162,e,t,n,a,r,c,h,i,o,et,tn,na,ar,rc
ghexbleaealwdghrhatfediantvyladxadsa,ColumnarTransposition,0.0666666666666666,a,e,d,h,l,g,x,t,b,ae,ed,dh,hl,lg
xjgunwdexbbqukgviucnuhlsujbwdnqzvbdbrogyevgncigdfisenef,Vigenere,0.0437710437710437,g,u,n,b,d,e,v,i,x,gu,un,nb,bd,de
zpkidurqldaphiaqivcupnpszrvpfpddihprakaluupvlvduaotulrvdzpflhzu,MonoalphabeticSubstitution,0.064516129032258,p,u,d,l,a,v,z,i,r,pu,ud,dl,la,av
noaoxchweeorwzxoehmdcoclxhohaxadibxtfsnx,ColumnarTransposition,0.0615384615384615,o,x,h,a,c,e,n,w,d,ox,xh,ha,ac,ce
whuajokqhuigbbqihdpkapz,MonoalphabeticSubstitution,0.0395256916996047,h,u,a,k,q,i,b,p,w,hu,ua,ak,kq,qi
ywnrtyytxvyavnhxwtxxwvyrty,MonoalphabeticSubstitution,0.1076923076923077,y,t,x,w,v,n,r,a,h,yt,tx,xw,wv,vn
iwhivczxeefrxnxghsdgucfcx,MonoalphabeticSubstitution,0.0466666666666666,x,c,i,h,e,f,g,w,v,xc,ci,ih,he,ef
jxqrofqvlcjfkafpqebzxmxzfqvqlbkarobrkzboqxfkqv,ceaser,0.0618357487922705,q,f,x,k,b,r,o,v,z,qv,ro,fq,fk,ka
shahufhysgwwhrdhtshxlunhzrdxrrdhqxwhkxncjuxlngueygswhzrdhwrdxr,MonoalphabeticSubstitution,0.0698043363299841,h,r,x,w,d,s,u,g,n,hr,rx,xw,wd,ds
sjepptexlweqergsyphwxvmoimrxsxlivimwexerckmzirqsqirxefiwxtexlalmgllivierhrsamxaivisjeppxlmrkwamwiwxjsvlmqxshsxsjmrhxlmwtexlerhaepomrmxmwxlisrixlmrkriihjypjsvlmq,ceaser,0.0646226415094339,x,m,i,r,e,l,s,w,p,xl,lm,mr,ex,er
ydkgjhvxtdnojyjviynvtoczivnodznoocdibdioczidxznorvt,ceaser,0.0666666666666666,o,d,v,n,i,z,y,j,t,no,oc,vt,cz,zi
lepbuvjkwtvidyrevbvilfnxkqqpjqvuesrkvxmhyiqlemlbv,Vigenere,0.0467687074829932,v,l,e,q,b,k,i,p,u,vl,le,eq,qb,bk
qtvjqfqzaoanqtfuckfdkujqryctdwtvqpkpcyjkurgtqtvjqfqzakuoafqzajgvgtqfqzakucpqvjgtocpufqza,ceaser,0.0663531870428422,q,t,f,a,j,u,k,v,z,fq,qz,za,ku,qt
ipdssehimrittommhreimhtoeetvitit,ColumnarTransposition,0.0967741935483871,i,t,e,m,h,s,r,o,p,it,te,em,mh,hs
bxguxvhcgxmixbxgckxzfybybxixybfpti,MonoalphabeticSubstitution,0.0873440285204991,x,b,g,i,y,c,f,u,v,xb,bg,gi,iy,yc
irdlxexssroenaxhemeiptamltdrhgnatlx,ColumnarTransposition,0.0504201680672268,x,e,r,l,a,t,i,d,s,xe,er,rl,la,at
pihbayroearsonibsxfarldxislrflsstoeahelpee,ColumnarTransposition,0.056910569105691,e,s,a,r,l,i,o,p,h,es,sa,ar,rl,li
edoedrndehatgnkrmxraohnawae,ColumnarTransposition,0.0655270655270655,e,a,d,r,n,o,h,t,g,ea,ad,dr,rn,no
dyhuajkynoueniicaysfrjyjkbqjrdbhourtcceqjxvlqbdvregkxhb,Vigenere,0.037037037037037,j,y,r,b,d,h,u,k,e,jy,yr,rb,bd,dh
mvqnbnpfunhnbfjsfbnjmgppkmen,MonoalphabeticSubstitution,0.074074074074074,n,m,b,p,f,j,v,q,u,nm,mb,bp,pf,fj
drhxdeisfimxnsoxaeexiswxuoaxixnxsptxlnnx,ColumnarTransposition,0.0884615384615384,x,i,s,n,e,d,o,a,r,xi,is,sn,ne,ed
yqziagxpnqmzsqxemzsqxeiagxpnqsape,ceaser,0.0662878787878787,q,x,z,a,p,s,e,i,g,ia,ag,gx,xp,pn
ypljdjsegspscebjojdxwwtj,MonoalphabeticSubstitution,0.0615942028985507,j,s,p,d,e,w,y,l,g,js,sp,pd,de,ew
qvccgsozkomghvskomhvohgssaghvspsghvcksjsffciuvwhaompsqighcakwzzgccbfsbrsfwhsogmobroufssopzs,ceaser,0.0676434676434676,s,o,g,h,c,v,f,z,k,gh,hv,so,om,vc
rpssiuqrjcsniohpsuzjcbhsgviubgxuspucxcorgkkfqqibzpfrfbi,MonoalphabeticSubstitution,0.0498316498316498,s,i,u,r,p,c,b,q,g,si,iu,ur,rp,pc
uisdeoeerococncpioieennsnxsvrononuxaenntextfansrx,ColumnarTransposition,0.0816326530612244,n,e,o,s,x,i,r,c,u,ne,eo,os,sx,xi
znkvkxiktzgmkulsoyzgqkyotwaoiqjkioyoutyoytumxkgzkxzngtotrutmjxgctuazbgiorrgzoutygtjznkkllkizuljkioyobktkyyozykrlsgqkyznotmymugtjixkgzkyiutlojktik,ceaser,0.0694444444444444,k,t,o,y,z,g,i,u,l,yo,zn,oy,ky,ut
txqczxxtddzfctjzfxfdedszhxp,ceaser,0.0826210826210826,x,z,d,t,f,c,q,j,e,zf,tx,xq,qc,cz
zxoqwwjmenqumpiwmpimkxljmzifiajhqnmor,MonoalphabeticSubstitution,0.0525525525525525,m,i,q,w,j,z,x,o,n,mi,iq,qw,wj,jz
ztlqlqjkejgzjqeyfpncuzwqtubgdranvlggmjkmvuyulyvqnkddjaskkyfp,Vigenere,0.0406779661016949,q,j,k,l,g,y,u,z,n,qj,jk,kl,lg,gy
ipepibilcabgivaemzombabpmawctepmvpwbnwzkmzbiqvbqmaqvbpqawcztqnm,ceaser,0.0640040962621607,b,m,p,a,i,q,v,z,w,ep,bi,ab,mz,bp
eddxttnabllxfwwxhhcweaexnouyooixrmpxeeoa,ColumnarTransposition,0.0538461538461538,x,e,o,a,w,d,t,n,l,xe,eo,oa,aw,wd
quauruenmwcqzviyuizpunmeu,MonoalphabeticSubstitution,0.07,u,q,e,n,m,z,i,a,r,uq,qe,en,nm,mz
arkysrsallarlghittllcancedolkhleinhmfyea,ColumnarTransposition,0.0602564102564102,l,a,r,h,e,k,y,s,i,la,ar,rh,he,ek
tpnetetieurenocnqrsurydiioositoneduxttrmvsheeacesautnchetrhjoaniopaetelf,ColumnarTransposition,0.0653364632237871,e,t,n,o,i,r,u,s,a,et,tn,no,oi,ir
othxrsactbrbfczbrhckadgsjmgkjnvhldxdueqcrakcmkaerkantcmoe,Vigenere,0.0432330827067669,c,r,a,k,t,h,b,d,m,cr,ra,ak,kt,th
otagecjpecijadvxcouxvnmuxacttmcojcedeztvpmmeaztkuxjnltnutdcouf,MonoalphabeticSubstitution,0.0544685351665785,t,c,e,u,o,a,j,x,m,tc,ce,eu,uo,oa
nkvvngfggfuqhmkpfpguunkvvngyqtfuqhnqxgocmgqwtgctvjcpgfgpnkmgvjgjgcxgpcdqxg,ceaser,0.075897815623843,g,n,v,q,f,p,c,k,u,nk,gf,xg,kv,vv
teauxhdrexstsaxehadxrgwnxoamexduyarshwqx,ColumnarTransposition,0.0666666666666666,x,a,e,h,d,r,s,t,u,xa,ae,eh,hd,dr
yfogxboppgeizpovbxqxcommuvgruojpistxjivrystbgzrzxpkcloj,Vigenere,0.0437710437710437,o,x,p,g,b,i,z,v,r,ox,xp,pg,gb,bi
akqsonsttrvwnvwuhvkztvdnwseouwgiiqzokqqhunzusvowgkevedkqgeo,MonoalphabeticSubstitution,0.0531852717708942,v,k,q,o,w,s,n,u,e,vk,kq,qo,ow,ws
eikbpajsnkjcxqpjaranejzkqxp,ceaser,0.0541310541310541,j,k,p,a,e,n,x,q,i,ei,ik,kb,bp,pa
wwfwlskwiffmocktoheeoecxvhdkhajjxaoschgmuuscdslhgxdmrfe,Vigenere,0.0424242424242424,h,w,f,s,o,c,e,k,m,hw,wf,fs,so,oc
eldacntatrfsexlihaooxpreweascybrtdiitefnmxufymidc,ColumnarTransposition,0.0416666666666666,e,a,t,i,d,c,r,f,x,ea,at,ti,id,dc
hynaolyvtphguatuupjepexlhvrgfaaaekszhnjxhtdloyoofvk,Vigenere,0.0415686274509803,h,a,o,y,l,v,t,p,u,ha,ao,oy,yl,lv
xixpafiqfbstoixpbfjkxdfiifcxiupojafklcofjualtkloajaftxhljokxcgxiiekltlpomkuvjafvxktalptiunftxpctbxktxpc,MonoalphabeticSubstitution,0.0616790405482581,x,f,i,t,k,p,a,l,o,xf,fi,it,tk,kp
wxftzhznxltgwtzbmtmhkltkxoxkrngiextltgmunmmaxrtkxbgvbwxgmlmhtykxxtgwvhglmbmnmbhgtevhngmkrtgwrhnfnlminmnipbmamaxlxbgvhgoxgbxgvxlhkwhpbmahnmftgrbfihkmtgmtwotgmtzxl,ceaser,0.0677018633540372,m,t,g,x,h,n,b,l,k,tg,gm,xl,bm,mt
sssltventrressxerctyaniixeohhxneeloygtefewiio,ColumnarTransposition,0.0656565656565656,e,s,t,i,n,r,x,o,l,es,st,ti,in,nr
qpzloyvslufsriljoyrebufcxspufsriljzyxjvfeyjeluabynhfpgmuo,Vigenere,0.0432330827067669,l,y,u,f,s,j,p,o,r,ly,yu,uf,fs,sj
dcwqrzobfropcvwpfqcpcu,MonoalphabeticSubstitution,0.0606060606060606,c,p,w,q,r,o,f,d,z,cp,pw,wq,qr,ro
jplfxjzeqeaimxhtepoyiiiktnidtedpdhuupyksqlaibkitlxrq,Vigenere,0.0444947209653092,i,p,e,t,l,x,q,k,d,ip,pe,et,tl,lx
jucgyfjzqpmsfhuhvgzwdjxjjdkvcsmuejlvdydsjpopkdfdkisdfovi,Vigenere,0.05,j,d,f,s,v,u,p,k,c,jd,df,fs,sv,vu
qmgevwpivgwjnqsqsbnvhfigrpzwryuigreprwvmyhqfsrvwawagxprh,Vigenere,0.05,w,r,g,v,q,p,i,s,h,wr,rg,gv,vq,qp
hfkwrrjxwywuinpugqiktsira,MonoalphabeticSubstitution,0.0366666666666666,w,r,i,k,u,h,f,j,x,wr,ri,ik,ku,uh
colyslvwxbtrihceqvtbmljdgnzqdsjgdfpgokjvfczgonjkjpqafvo,Vigenere,0.0336700336700336,j,o,v,g,c,l,q,d,f,jo,ov,vg,gc,cl
peremnvrlxoohwoiaukrpleersgeaytttlf,ColumnarTransposition,0.0453781512605042,e,r,l,o,t,p,a,m,n,er,rl,lo,ot,tp
ppaoqyeoehbsejwwlcbxiptdrhslkpkldurkpwzhbchcnbzvxhsvxsxi,Vigenere,0.0383116883116883,p,h,b,s,x,e,w,l,c,ph,hb,bs,sx,xe
growywpuxbxpwkhgzdnvpfphgjnzbcvlsakmqgrcslokyvxdvl,Vigenere,0.0326530612244898,g,p,v,w,x,k,l,r,o,gp,pv,vw,wx,xk
mgipdnhcoygwgerendmrarithnaneeetsrlgoniaetirp,ColumnarTransposition,0.0585858585858585,e,n,r,g,i,a,t,m,p,en,nr,rg,gi,ia
